time_s,alt_m,ax_ms2,ay_ms2,az_ms2
94.556,171.97,-1.395,-0.407,8.983
94.58,172.0,-1.519,-0.383,9.971
94.605,172.0,-1.452,-0.546,10.299
94.625,171.99,-1.462,-0.428,10.033
94.773,172.01,-1.199,-0.156,8.176
94.793,172.05,-1.326,-0.452,8.119
94.817,172.09,-1.529,-0.821,9.04
94.837,172.06,-1.749,-0.431,9.545
94.861,172.06,-1.452,-0.072,9.602
94.881,172.04,-1.041,0.246,9.09
94.901,172.03,-1.23,0.412,9.196
94.925,172.08,-1.283,0.249,8.985
94.95,172.08,-1.101,0.127,9.181
94.97,172.07,-1.029,-0.084,9.557
95.118,172.11,-1.436,-0.373,9.325
95.138,172.02,-1.05,-0.251,9.356
95.162,171.97,-0.945,-0.067,9.775
95.182,171.95,-0.864,-0.067,9.866
95.206,171.95,-0.919,-0.469,10.303
95.226,171.96,-1.029,-0.869,10.612
95.246,171.92,-1.216,-1.062,10.878
95.27,171.96,-1.426,-1.11,10.832
95.295,171.96,-1.175,-1.012,10.268
95.315,171.98,-0.907,-0.756,9.911
95.463,171.97,-1.12,-0.577,9.712
95.483,172.03,-1.074,-0.569,10.179
95.507,172.07,-1.232,-0.608,10.598
95.527,172.05,-1.323,-0.694,10.39
95.551,172.05,-1.383,-0.967,10.035
95.571,172.09,-1.503,-0.974,9.971
95.591,172.13,-1.507,-0.926,9.935
95.615,172.13,-1.56,-0.826,10.299
95.64,172.13,-1.405,-0.318,10.732
95.66,172.1,-1.158,-0.01,10.213
95.808,172.17,-1.362,-0.132,9.583
95.828,172.11,-1.694,-0.347,10.146
95.852,172.02,-1.725,-0.328,10.342
95.872,172.03,-1.23,-0.132,10.033
95.896,172.03,-0.507,0.256,9.186
95.916,172.04,-0.402,0.237,9.112
95.936,172.03,-0.534,0.1,9.342
95.961,172.01,-0.718,-0.435,9.756
95.985,172.01,-0.751,-0.747,10.277
96.005,172.03,-0.668,-0.67,10.303
96.153,172.05,-0.237,-0.567,8.813
96.173,171.92,-0.124,-0.756,8.94
96.197,171.86,-0.313,-0.651,9.734
96.217,171.83,-0.373,-0.689,9.588
96.241,171.83,-0.572,-1.065,9.791
96.261,171.91,-0.936,-0.971,10.282
96.281,171.96,-0.876,-0.897,9.832
96.306,171.92,-0.835,-0.94,10.581
96.33,171.92,-1.036,-0.747,10.67
96.35,171.91,-1.027,-0.68,10.758
96.498,171.88,-0.409,-0.361,8.406
96.518,171.91,-0.416,-0.392,8.806
96.542,171.94,-0.419,-0.605,9.55
96.562,171.92,-0.682,-0.751,10.198
96.586,171.92,-0.778,-0.96,10.311
96.606,171.96,-0.811,-1.06,10.158
96.626,171.91,-0.79,-1.187,9.885
96.65,171.91,-0.584,-1.237,9.641
96.675,171.91,-0.5,-1.304,9.856
96.695,171.94,-0.491,-1.105,9.973
96.843,171.95,-0.352,-1.005,9.957
96.863,171.95,-0.325,-0.955,9.921
96.887,171.86,0.096,-0.646,9.88
96.907,171.85,0.153,-0.842,9.61
96.932,171.85,0.022,-1.046,9.461
96.952,171.83,0.026,-1.364,9.459
96.976,171.86,-0.239,-1.536,9.811
96.996,171.92,-0.213,-1.536,9.746
97.02,171.92,-0.16,-1.661,9.768
97.04,171.89,-0.122,-1.577,9.89
97.188,171.91,0.065,-0.837,10.028
97.208,171.87,-0.017,-0.782,9.878
97.232,171.84,0.024,-0.634,9.837
97.252,171.88,0.077,-0.548,9.98
97.277,171.88,-0.022,-0.495,10.241
97.297,171.95,0.029,-0.385,10.181
97.321,171.96,0.069,-0.5,9.744
97.341,171.91,0.045,-0.703,9.212
97.365,171.91,0.105,-1.165,8.734
97.385,171.88,0.144,-1.201,9.277
97.533,171.95,0.103,-1.905,8.578
97.553,171.86,0.163,-1.938,8.32
97.577,171.84,0.065,-2.055,8.619
97.597,171.76,-0.081,-2.127,9.071
97.621,171.76,-0.065,-1.912,9.672
97.641,171.69,-0.167,-1.572,10.236
97.661,171.71,-0.045,-1.472,10.851
97.685,171.76,-0.029,-1.443,11.124
97.71,171.76,-0.043,-1.376,10.67
97.73,171.78,0.184,-1.237,10.311
97.878,171.72,1.23,-0.045,7.908
97.898,171.69,1.0,0.144,7.994
97.922,171.71,-0.129,-0.639,8.174
97.942,171.72,-1.668,-1.878,8.559
97.966,171.72,-0.337,-1.242,8.03
97.986,171.71,-0.11,-0.852,7.377
98.006,171.7,0.51,-0.479,6.903
98.03,171.75,0.546,-0.479,7.76
98.055,171.75,0.316,-0.811,8.274
98.075,171.71,0.471,-1.285,8.492
98.481,171.75,0.136,-0.306,8.191
98.501,171.62,0.45,-0.191,8.325
98.525,171.57,0.447,0.136,9.361
98.545,171.51,0.258,-0.065,9.33
98.569,171.51,-0.091,0.022,9.222
98.589,171.5,0.108,0.077,8.99
98.609,171.52,0.268,0.225,9.002
98.633,171.5,-0.179,-0.077,9.389
98.658,171.5,-0.333,-0.368,9.267
98.678,171.45,-0.306,-0.546,9.306
98.826,171.46,0.127,1.074,10.268
98.846,171.41,0.333,1.445,12.787
98.87,171.31,-1.184,0.617,12.629
98.89,171.25,-1.5,-0.553,10.871
98.914,171.25,-1.029,-1.072,9.258
98.934,171.3,-0.486,-0.818,8.404
98.954,171.24,-0.041,-0.61,8.851
98.978,171.23,-0.191,-0.392,10.141
99.003,171.23,-0.177,-0.191,10.292
99.023,171.26,0.182,-0.067,9.385
99.171,171.27,-1.402,-0.921,10.595
99.191,171.27,-1.438,-1.038,9.851
99.215,171.17,0.206,-1.263,8.942
99.235,171.21,0.933,-1.328,8.597
99.259,171.21,0.847,-1.031,8.877
99.279,171.2,0.613,0.024,10.883
99.299,171.18,0.177,0.802,13.644
99.323,171.19,-0.895,0.191,13.845
99.348,171.19,-1.103,-0.522,11.167
99.368,171.18,-0.546,-0.586,9.277
99.516,171.14,0.323,0.376,8.997
99.536,171.1,0.653,0.672,8.88
99.56,171.06,0.773,0.598,9.064
99.58,171.06,0.816,0.739,8.961
99.604,171.06,0.747,0.694,8.322
99.624,171.01,0.467,0.038,8.64
99.644,170.97,-0.505,-0.316,10.22
99.668,171.02,-1.326,-0.586,11.615
99.693,171.02,-1.146,-0.39,11.129
99.713,171.11,0.041,-0.342,9.069
99.861,171.13,0.127,-0.395,7.844
99.881,171.02,0.656,-0.203,6.999
99.905,170.99,1.433,-0.019,7.738
99.925,170.94,1.598,0.663,9.09
99.949,170.94,0.112,0.342,10.56
99.969,170.92,-0.768,-0.613,10.595
99.989,170.9,-0.895,-1.223,9.418
100.013,171.0,-0.569,-1.072,8.253
100.038,171.0,0.361,-0.45,9.55
100.058,171.02,0.572,-0.074,9.614
100.206,171.02,0.447,0.129,9.612
100.226,170.94,0.586,0.124,10.22
100.25,170.88,0.22,-0.658,10.507
100.27,170.89,-0.117,-0.854,10.973
100.294,170.89,0.203,-0.569,11.086
100.314,170.92,0.352,-0.517,10.682
100.334,170.89,0.524,-0.694,10.107
100.358,170.86,0.634,-0.644,10.05
100.383,170.86,0.756,-0.156,10.526
100.403,170.82,0.703,-0.077,10.571
100.551,170.86,-0.66,-0.572,10.909
100.571,170.77,-1.295,-0.857,11.888
100.595,170.69,-0.792,-1.524,10.457
100.615,170.64,-0.06,-1.613,8.454
100.639,170.64,0.629,-0.955,8.337
100.659,170.59,0.555,0.507,10.574
100.679,170.6,0.299,0.971,12.258
100.703,170.57,-0.955,-0.215,12.007
100.728,170.57,-1.261,-0.421,10.229
100.748,170.58,-0.392,-0.079,8.633
100.896,170.62,-0.022,-0.184,9.131
100.916,170.56,-0.278,-0.12,10.215
100.94,170.56,-0.093,0.644,9.856
100.96,170.5,0.189,0.926,9.476
100.984,170.5,0.345,0.469,8.626
101.004,170.44,0.4,-0.014,8.54
101.024,170.46,0.476,-0.364,9.019
101.048,170.52,-0.136,1.194,12.132
101.073,170.52,-0.651,1.302,13.687
101.093,170.51,-1.163,0.404,13.086
101.241,170.52,0.409,0.299,10.366
101.261,170.52,0.354,0.175,9.98
101.285,170.43,0.357,0.189,9.399
101.305,170.4,0.433,0.316,9.59
101.329,170.4,0.237,0.464,10.49
101.349,170.39,-0.172,0.325,10.921
101.369,170.36,-0.431,-0.498,10.799
101.393,170.34,-0.749,-1.481,9.528
101.418,170.34,-0.524,-1.677,8.932
101.438,170.33,-0.203,-1.929,8.978
101.586,170.26,0.017,-0.165,7.566
101.606,170.19,0.725,-0.141,6.927
101.63,170.09,0.687,0.208,6.765
101.65,170.03,0.555,-0.165,7.731
101.674,170.03,-0.211,-0.586,10.356
101.694,169.96,-0.565,-0.392,10.126
101.714,170.01,-0.385,-0.285,9.272
101.738,170.1,-0.055,-0.201,8.899
101.763,170.1,-0.182,0.012,9.052
101.783,170.13,-0.318,0.112,9.035
101.931,170.2,-0.495,0.62,11.77
101.951,170.17,-0.608,0.278,12.01
101.975,170.11,-0.223,0.27,10.277
101.995,170.06,0.608,0.12,8.832
102.019,170.06,0.715,-0.266,9.492
102.039,170.07,0.249,-0.34,11.308
102.059,170.01,-0.127,-0.005,12.447
102.083,169.98,0.093,0.218,11.902
102.108,169.98,0.428,0.72,9.818
102.128,169.92,0.378,0.505,9.15
102.276,169.9,-0.648,-0.787,8.923
102.296,169.84,-0.534,0.301,10.335
102.32,169.83,-0.412,0.62,12.625
102.34,169.81,-0.852,0.469,13.354
102.364,169.81,-1.352,0.196,11.617
102.384,169.81,-0.952,0.225,9.973
102.404,169.81,-0.172,0.9,8.71
102.428,169.82,0.371,0.608,8.538
102.453,169.82,-0.553,-0.258,9.605
102.473,169.74,-0.723,-0.194,9.672
102.621,169.71,-0.194,-0.902,10.079
102.641,169.68,-0.321,-1.048,10.43
102.665,169.63,-0.335,-1.232,10.378
102.685,169.57,-0.156,-0.517,9.94
102.709,169.57,0.223,0.424,10.607
102.729,169.57,0.144,0.299,11.407
102.749,169.54,-0.371,-0.842,10.823
102.773,169.53,-0.237,-0.775,9.528
102.798,169.53,0.316,0.184,8.853
102.818,169.5,0.768,0.926,9.038
102.966,169.53,-1.598,-0.632,8.827
102.986,169.45,-1.091,-0.596,9.234
103.01,169.46,0.555,0.127,9.858
103.03,169.47,1.481,0.447,8.609
103.055,169.47,1.462,0.285,8.095
103.075,169.49,0.223,0.316,10.775
103.099,169.45,-1.9,-0.251,15.242
103.119,169.43,-2.213,-0.763,14.512
103.143,169.43,-1.402,-0.385,11.057
103.163,169.41,-0.309,-0.548,8.198
103.311,169.42,-0.11,0.057,7.511
103.331,169.39,-1.041,-0.357,9.093
103.355,169.28,-1.225,0.17,9.165
103.375,169.27,-0.519,0.182,9.775
103.399,169.27,-0.275,-0.031,10.837
103.419,169.23,-0.464,-0.416,10.682
103.439,169.23,-1.082,0.067,10.897
103.463,169.25,-0.802,1.027,13.33
103.488,169.25,-0.581,1.658,12.818
103.508,169.22,-0.512,1.395,10.83
103.656,169.17,0.215,-0.115,9.124
103.676,169.16,-0.665,-0.78,10.079
103.7,169.14,-1.072,-0.536,11.148
103.72,169.15,-0.766,-0.017,11.093
103.745,169.15,-0.345,-0.33,9.37
103.765,169.11,-0.414,-0.474,8.722
103.789,169.03,-0.285,-0.687,8.361
103.809,169.05,-0.215,-0.17,8.865
103.833,169.05,-0.144,1.019,10.705
103.853,169.04,-0.148,1.364,11.974
104.001,169.09,-0.615,-0.809,9.638
104.021,169.02,-0.78,-0.455,10.186
104.045,169.01,-0.703,-0.443,10.476
104.065,169.0,-0.871,-0.766,10.22
104.089,169.0,-1.213,-0.524,10.607
104.109,168.92,-0.72,0.194,11.153
104.129,168.86,-0.711,0.383,12.062
104.153,168.84,-1.232,0.457,13.062
104.178,168.84,-0.904,2.166,12.469
104.198,168.87,-0.491,2.96,12.352
104.346,168.86,0.323,-0.395,7.463
104.366,168.87,-0.12,-0.577,8.83
104.39,168.79,-0.05,-0.041,8.956
104.41,168.76,0.184,0.201,8.71
104.434,168.76,0.093,-0.459,9.473
104.454,168.75,0.041,-0.416,8.904
104.474,168.71,0.148,-0.452,8.305
104.498,168.72,-0.029,-0.522,9.1
104.523,168.72,-0.213,0.572,10.251
104.543,168.76,0.065,0.687,10.189
104.949,168.76,-0.778,-0.1,8.767
104.969,168.65,-0.639,-0.337,7.985
104.993,168.57,-0.237,-0.615,7.911
105.013,168.6,0.072,-0.632,8.406
105.038,168.6,-0.057,-0.859,8.796
105.058,168.64,-0.414,-1.134,8.66
105.082,168.67,-0.311,-1.113,8.772
105.102,168.63,0.179,-0.555,9.363
105.126,168.63,0.278,-0.258,9.952
105.146,168.69,-0.5,-0.737,10.909
105.294,168.71,-0.656,2.278,11.871
105.314,168.72,-1.783,1.393,12.505
105.338,168.68,-2.986,0.476,10.816
105.358,168.67,-2.51,0.732,9.818
105.382,168.67,-1.84,1.524,9.272
105.402,168.68,-1.543,1.73,8.581
105.422,168.78,-1.177,2.29,8.289
105.446,168.82,-0.742,1.613,7.789
105.471,168.82,-1.017,1.338,8.621
105.491,168.83,-0.995,0.656,8.975
105.639,168.83,-0.368,-0.318,8.693
105.659,168.76,-0.419,-0.565,8.76
105.683,168.78,-0.689,-0.34,8.727
105.703,168.8,0.024,0.182,8.538
105.728,168.8,0.538,0.749,8.741
105.748,168.83,0.61,0.636,9.112
105.772,168.79,-0.215,-0.036,9.322
105.792,168.85,0.019,0.22,8.932
105.816,168.85,0.596,0.61,8.626
105.836,168.83,1.06,1.228,9.121
105.984,168.85,-0.237,0.258,9.753
106.004,168.82,-0.177,0.378,9.693
106.028,168.88,0.211,0.572,8.449
106.048,168.8,0.622,-0.208,8.301
106.072,168.8,-0.11,-0.543,8.65
106.092,168.81,-0.117,-0.17,8.439
106.112,168.74,0.412,0.409,9.689
106.136,168.71,0.11,0.4,12.589
106.161,168.71,-1.847,-1.429,13.962
106.181,168.71,-2.106,-2.311,12.196
106.329,168.68,0.385,-0.792,9.007
106.349,168.62,0.287,-0.794,8.858
106.373,168.51,0.258,-0.172,8.418
106.393,168.48,0.703,0.392,7.944
106.417,168.48,0.952,0.792,8.528
106.437,168.49,0.34,0.39,9.583
106.457,168.53,-0.263,-0.089,10.586
106.481,168.59,-0.536,-0.388,11.014
106.506,168.59,-0.806,-0.902,10.964
106.526,168.58,-0.615,-0.828,9.624
106.674,168.52,-1.582,-1.644,10.71
106.694,168.49,-0.469,-1.165,10.923
106.718,168.41,-0.309,-0.565,10.928
106.738,168.33,-0.345,-0.51,10.442
106.762,168.33,0.306,-0.239,10.004
106.782,168.28,0.306,-0.251,9.701
106.802,168.31,-0.089,-0.754,9.172
106.826,168.25,-0.311,-0.864,8.971
106.851,168.25,-0.091,-0.179,9.882
106.871,168.26,-0.292,-0.22,10.079
107.019,168.22,-0.565,0.069,9.459
107.039,168.18,0.476,0.912,11.431
107.063,168.11,-0.282,0.297,11.988
107.083,168.05,-1.199,-0.672,10.574
107.108,168.05,-0.974,-0.993,8.748
107.128,168.01,-0.333,-0.787,7.561
107.152,168.03,-0.043,-0.715,7.853
107.172,167.98,-0.407,-0.811,9.263
107.196,167.98,-0.77,-0.962,10.502
107.216,168.06,-1.012,-1.204,10.686
107.364,168.06,-0.218,-1.098,10.155
107.384,168.02,-0.512,-1.644,9.535
107.408,168.0,-0.94,-0.333,10.32
107.428,167.98,0.469,1.33,12.761
107.452,167.98,0.847,1.208,14.733
107.472,167.94,-0.428,0.036,13.752
107.492,167.97,-0.292,-1.074,10.646
107.516,167.95,0.373,-1.457,8.023
107.541,167.95,0.55,-1.641,7.88
107.561,167.93,0.4,-1.546,9.282
107.709,167.95,0.045,-0.22,9.578
107.729,167.94,0.366,0.014,8.497
107.753,167.94,0.543,0.029,8.545
107.773,167.92,-0.115,-0.481,9.83
107.797,167.92,-0.881,-0.782,11.246
107.817,167.87,-0.713,-0.589,10.976
107.837,167.81,-0.129,-0.481,9.198
107.861,167.79,0.177,0.019,9.401
107.886,167.79,0.462,0.304,10.749
107.906,167.82,-0.019,0.479,12.175
108.054,167.79,-1.113,-1.436,9.49
108.074,167.71,-0.983,-0.699,9.502
108.099,167.76,-0.299,-0.321,8.518
108.119,167.77,-0.196,-0.378,8.818
108.143,167.75,-0.876,-0.653,9.863
108.168,167.75,-0.672,-0.072,11.11
108.188,167.7,-0.316,-0.069,11.019
108.208,167.64,-0.249,-0.689,10.545
108.232,167.6,-0.902,-1.278,9.66
108.257,167.6,-0.835,-1.048,9.66
108.405,167.59,0.672,0.093,9.535
108.425,167.52,0.809,0.33,9.677
108.445,167.49,0.67,0.256,10.064
108.469,167.47,0.701,-0.261,9.428
108.494,167.47,0.443,-0.361,8.908
108.514,167.44,0.299,-0.438,8.566
108.534,167.45,0.364,-0.191,9.296
108.558,167.52,0.065,-0.139,9.66
108.583,167.52,0.091,-0.005,8.968
108.603,167.49,0.538,0.337,8.688
108.751,167.5,0.223,0.287,12.409
108.771,167.46,-1.376,-0.713,13.708
108.795,167.4,-2.422,-1.965,12.766
108.815,167.29,-1.761,-1.658,10.691
108.839,167.29,-0.811,-1.244,8.973
108.859,167.26,-0.129,-1.084,8.593
108.879,167.29,0.014,-1.364,9.133
108.903,167.3,-0.294,-1.031,10.397
108.928,167.3,0.165,-0.641,9.957
108.948,167.27,0.613,-0.376,8.719
109.096,167.34,-1.594,-2.182,10.787
109.116,167.34,-2.197,-2.197,10.923
109.14,167.26,-1.35,-0.797,9.696
109.16,167.16,-0.11,0.636,11.658
109.184,167.16,-0.036,0.73,13.385
109.204,167.16,-1.287,-0.493,12.656
109.224,167.16,-1.816,-1.491,10.705
109.249,167.13,-0.94,-1.201,7.736
109.273,167.13,-0.117,-0.658,7.088
109.293,167.16,0.629,-0.081,7.186
109.441,167.15,-1.17,-0.969,9.076
109.461,167.1,-1.165,-0.924,8.894
109.486,167.09,-0.275,-0.708,9.287
109.506,167.02,-0.847,-0.881,10.292
109.53,166.94,-1.306,-0.505,11.055
109.555,166.94,-0.96,0.072,12.158
109.575,166.98,-1.335,-0.167,13.053
109.595,166.96,-2.02,-0.715,13.05
109.619,166.92,-2.247,-0.995,11.6
109.644,166.92,-1.641,-0.486,9.22
109.793,166.93,-0.991,-1.192,8.384
109.813,166.87,-1.079,-0.634,9.172
109.837,166.84,-0.694,0.062,9.028
109.857,166.83,-0.471,-0.194,8.573
109.881,166.83,-1.089,-0.89,8.774
109.901,166.81,-1.165,-0.96,8.858
109.921,166.89,-1.067,-0.304,9.964
109.945,166.87,-0.524,0.479,11.687
109.97,166.87,-1.393,-0.27,11.928
109.99,166.79,-1.685,-1.034,11.809
110.138,166.81,0.421,0.117,8.928
110.158,166.77,0.129,-0.404,8.815
110.182,166.67,-0.502,-0.196,10.071
110.202,166.62,-0.658,-0.043,9.911
110.226,166.62,-0.914,-0.512,9.222
110.246,166.72,-1.414,-1.419,9.308
110.266,166.71,-1.517,-1.634,9.696
110.29,166.69,-0.924,-0.668,9.447
110.315,166.69,-0.766,-0.323,9.241
110.335,166.63,-0.658,0.404,9.923
110.483,166.61,-0.507,-0.68,9.93
110.503,166.52,-0.83,-1.031,9.65
110.527,166.46,-0.742,-0.689,8.045
110.547,166.37,-0.124,-0.024,7.853
110.572,166.37,0.395,0.56,8.739
110.592,166.33,0.361,0.395,9.583
110.617,166.41,-0.349,0.251,10.038
110.637,166.39,-0.201,-0.022,9.691
110.661,166.39,-0.093,-0.61,8.997
110.686,166.39,-0.39,-0.916,8.992
110.835,166.36,0.596,0.361,8.971
110.855,166.29,0.603,1.089,9.911
110.879,166.25,0.232,0.421,10.282
110.899,166.21,-0.543,-0.44,10.332
110.924,166.21,-0.814,-0.22,9.6
110.944,166.23,-0.318,0.39,9.54
110.969,166.19,-0.084,0.036,9.789
110.989,166.23,-0.598,-0.505,9.454
111.013,166.28,-1.048,-0.591,10.11
111.038,166.28,-0.648,0.103,10.196
111.445,166.22,0.424,0.292,11.476
111.465,166.09,-0.438,-0.486,12.517
111.489,165.95,-1.541,-1.228,11.911
111.509,165.94,-0.469,-0.584,10.44
111.534,165.94,0.895,0.294,9.129
111.554,165.86,1.333,0.663,8.535
111.578,165.84,0.979,0.072,9.444
111.598,165.85,0.306,-0.313,10.236
111.622,165.85,0.019,0.371,9.732
111.642,165.84,0.424,0.986,9.215
111.79,165.82,0.529,0.28,13.761
111.81,165.86,-0.103,-0.146,13.941
111.834,165.78,-0.309,-1.0,12.572
111.854,165.74,0.06,-1.192,10.426
111.878,165.74,0.725,-0.907,8.801
111.898,165.77,1.273,-0.869,8.229
111.918,165.74,1.306,-1.309,8.358
111.943,165.69,0.73,-1.96,9.1
111.967,165.69,0.546,-1.223,10.079
111.987,165.69,0.971,-0.742,10.887
112.135,165.72,-0.151,-0.617,9.789
112.155,165.68,-0.617,-0.294,10.213
112.179,165.67,-0.096,-1.429,11.986
112.199,165.61,-0.589,-1.522,13.543
112.223,165.61,-1.713,-1.402,16.07
112.243,165.65,-1.57,-0.878,14.501
112.263,165.53,-0.701,-0.565,10.981
112.287,165.55,0.067,-0.581,7.992
112.312,165.55,0.639,-0.634,5.939
112.332,165.57,0.948,-0.483,5.803
112.48,165.66,0.139,-2.137,11.809
112.5,165.65,-0.041,-2.285,12.211
112.524,165.63,-0.163,-2.084,11.758
112.544,165.64,0.0,-2.204,11.562
112.568,165.64,-0.156,-2.309,14.656
112.588,165.63,-1.519,-2.345,16.508
112.608,165.63,-2.876,-1.634,15.582
112.632,165.65,-2.163,-0.967,12.096
112.657,165.65,-0.648,-0.498,7.779
112.677,165.67,-0.376,-0.514,6.011
112.825,165.68,-1.091,-1.967,10.481
112.845,165.64,-1.189,-2.242,9.825
112.869,165.67,-1.048,-1.524,9.121
112.889,165.67,-0.151,-0.904,7.88
112.913,165.67,0.756,-0.426,7.717
112.933,165.67,0.723,-0.737,8.461
112.953,165.67,0.464,-0.921,9.368
112.977,165.71,0.651,-0.809,9.243
113.002,165.71,0.782,-0.782,8.913
113.022,165.72,0.871,-1.163,9.751
113.17,165.73,0.708,-2.211,10.739
113.19,165.66,-0.651,-3.288,11.598
113.215,165.65,-1.309,-2.804,11.734
113.235,165.68,-1.031,-1.907,10.782
113.259,165.71,-0.404,-1.113,8.798
113.284,165.71,-0.881,-1.622,7.738
113.304,165.71,-1.397,-2.242,6.846
113.324,165.74,-1.395,-2.175,6.532
113.348,165.75,-0.512,-1.072,7.832
113.373,165.75,-0.022,-0.534,9.224
113.521,165.78,-0.488,-0.648,8.078
113.541,165.75,-0.273,-0.615,7.662
113.561,165.75,-0.203,-0.586,7.6
113.585,165.75,-0.105,-0.565,8.652
113.61,165.75,-0.318,-0.639,9.114
113.63,165.72,-0.684,-0.936,9.98
113.65,165.7,-0.948,-1.125,10.603
113.674,165.75,-1.027,-0.806,11.294
113.699,165.75,-0.852,0.038,11.562
113.719,165.77,-0.876,0.117,11.368
113.867,165.73,-0.567,0.574,9.588
113.887,165.69,-0.328,0.773,9.282
113.911,165.7,-0.112,0.622,8.722
113.931,165.71,-0.16,0.28,8.387
113.955,165.71,-0.292,-0.354,9.287
113.975,165.72,-0.512,-0.792,10.04
113.995,165.7,-0.775,-0.991,10.158
114.019,165.77,-0.543,-0.979,9.27
114.044,165.77,0.043,-0.909,7.724
114.064,165.76,0.206,-1.103,7.76
114.211,165.78,-0.593,-1.902,11.342
114.231,165.7,-0.668,-2.067,11.086
114.251,165.6,-0.651,-1.797,11.258
114.275,165.64,-0.433,-1.517,10.909
114.3,165.64,0.0,-1.062,9.739
114.32,165.61,0.108,-0.921,9.385
114.34,165.62,0.096,-0.849,9.602
114.364,165.62,0.134,-0.68,9.823
114.389,165.62,0.371,-0.287,9.782
114.409,165.57,0.361,0.057,10.153
114.557,165.6,0.201,-0.5,8.1
114.577,165.62,-0.062,-0.629,8.961
114.601,165.66,-0.409,-0.747,9.856
114.621,165.7,-0.598,-0.852,10.359
114.645,165.7,-0.486,-0.936,10.615
114.665,165.68,-0.445,-0.859,10.753
114.685,165.69,-0.206,-0.581,10.734
114.709,165.72,0.335,-0.407,9.983
114.734,165.72,0.354,-0.505,9.674
114.754,165.78,0.347,-0.622,9.605
114.902,165.73,0.002,-1.022,10.208
114.922,165.69,-0.048,-0.986,9.959
114.946,165.66,-0.151,-1.251,9.583
114.966,165.64,-0.352,-1.228,9.77
114.99,165.64,-0.368,-1.067,10.043
115.01,165.6,-0.136,-0.782,10.129
115.03,165.65,0.112,-0.524,10.028
115.054,165.68,0.249,-0.665,9.875
115.079,165.68,0.304,-0.629,9.909
115.099,165.73,0.431,-0.608,9.851
115.247,165.78,-0.055,-1.17,9.93
115.267,165.68,-0.055,-1.074,9.976
115.291,165.62,-0.184,-1.137,10.071
115.311,165.57,-0.122,-1.096,9.794
115.335,165.57,0.012,-0.936,9.892
115.355,165.6,-0.055,-1.022,9.878
115.375,165.56,-0.117,-1.022,10.081
115.399,165.61,0.01,-0.878,10.153
115.424,165.61,0.124,-0.79,9.878
115.444,165.6,0.124,-0.835,9.715
115.592,165.63,0.096,-1.05,9.76
115.612,165.62,0.029,-1.07,9.739
115.636,165.67,0.005,-1.208,9.823
115.656,165.68,-0.048,-1.218,10.043
115.68,165.68,-0.012,-1.091,9.947
115.7,165.64,0.115,-1.082,9.588
115.72,165.67,0.163,-1.12,9.681
115.744,165.67,0.132,-1.153,9.863
115.769,165.67,0.041,-1.082,10.064
115.789,165.74,0.084,-1.031,10.114
115.937,165.76,0.234,-0.799,9.758
115.957,165.77,0.227,-0.701,9.677
115.982,165.69,0.151,-0.799,9.827
116.002,165.75,-0.081,-1.043,10.067
116.026,165.73,0.05,-0.964,9.976
116.051,165.73,0.33,-0.72,10.024
116.071,165.75,0.395,-0.601,9.803
116.091,165.72,0.225,-0.893,9.906
116.116,165.76,0.117,-0.971,9.846
116.14,165.76,0.373,-0.708,9.873
116.289,165.78,0.323,-0.811,9.854
116.309,165.75,0.27,-0.943,9.779
116.333,165.73,0.237,-1.019,9.791
116.353,165.64,0.223,-1.046,9.77
116.377,165.64,0.218,-1.101,9.734
116.397,165.64,0.316,-1.115,9.653
116.417,165.62,0.316,-1.168,9.806
116.441,165.68,0.256,-1.323,9.971
116.466,165.68,0.22,-1.29,10.021
116.486,165.66,0.189,-1.338,10.248
116.634,165.68,0.163,-0.502,10.016
116.654,165.66,0.165,-0.66,9.629
116.678,165.67,-0.234,-0.967,9.559
116.698,165.65,-0.29,-1.127,9.555
116.722,165.65,-0.309,-1.007,9.66
116.742,165.67,-0.246,-0.9,9.722
116.762,165.71,-0.23,-0.931,9.894
116.786,165.77,-0.471,-0.967,10.217
116.811,165.77,-0.38,-0.888,10.117
116.831,165.82,-0.256,-0.744,9.851
116.979,165.79,-0.376,-0.117,10.552
116.999,165.74,-0.215,0.141,10.93
117.023,165.71,0.165,0.129,10.82
117.043,165.71,0.139,0.012,10.315
117.067,165.71,0.273,-0.163,9.569
117.087,165.73,0.309,-0.285,9.248
117.107,165.71,0.237,-0.213,9.332
117.131,165.7,0.38,-0.22,9.224
117.156,165.7,0.512,-0.196,9.074
117.176,165.75,0.488,-0.313,8.885
117.324,165.8,0.483,-0.483,9.488
117.344,165.75,0.467,-0.428,9.717
117.368,165.68,0.613,-0.323,10.0
117.388,165.62,0.703,-0.311,10.138
117.412,165.62,0.682,-0.416,10.603
117.432,165.68,0.763,-0.397,10.619
117.452,165.63,0.983,-0.33,10.268
117.476,165.65,1.027,-0.333,9.935
117.501,165.65,1.079,-0.311,9.832
117.521,165.61,0.993,-0.357,9.892
117.926,165.6,-0.412,-1.003,8.707
117.946,165.54,-0.103,-0.938,8.119
117.966,165.5,0.005,-1.055,7.686
117.991,165.47,0.096,-1.163,7.427
118.015,165.47,0.404,-0.979,7.064
118.035,165.54,0.687,-0.73,6.934
118.055,165.5,0.596,-0.809,7.243
118.079,165.58,0.211,-1.137,8.7
118.104,165.58,-0.493,-1.586,11.789
